Player,OPP,MP,FGAVG,FGAAVG,FG%AVG,3PAVG,3PAAVG,3P%AVG,FTAVG,FTAAVG,FT%AVG,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,+/-,Bucket
Jokic,UTA,30:28,7.5,11,0.6755,0,0.5,0,1.5,2,0.375,1,10,11,6,1,0,6,3,24.8,-21,6.00
Jokic,NOP,32:11,5,6,0.778,0.5,0.5,0.5,5,6,0.4165,3,7,10,14,0,1,2,4,30.6,+12,6.00
Jokic,IND,33:05,9.5,13,0.768,1,1.5,0.75,7,8,0.9165,3,9,12,9,2,1,7,3,25.9,+10,5.00
Jokic,PHI,38:00,11.5,15,0.785,0.5,1,0.25,2.5,3,0.75,11,8,19,3,1,1,4,3,23.7,+1,5.00
Jokic,BOS,38:16,11.5,16.5,0.7365,0,1,0,2,3,0.625,2,10,12,9,0,0,4,1,30.5,+1,7.00
Jokic,WAS,36:05,12.5,21,0.593,1,3,0.25,3.5,4,0.875,4,8,12,8,2,2,0,2,46.6,+20,9.00
Jokic,IND,37:01,14.5,21,0.693,1,2,0.25,8,9,0.9285,2,11,13,10,0,1,1,3,33.1,+9,7.00
Jokic,NYK,27:29,14,19.5,0.717,1.5,2,0.375,7,8,0.9285,4,7,11,3,0,0,7,1,23.2,-23,7.00
Jokic,PHI,36:40,13,18.5,0.703,2.5,3.5,0.7085,2.5,2.5,1,5,11,16,7,2,0,3,3,25.1,+2,6.00
Jokic,MIL,39:31,10.5,17,0.611,1,2,0.3335,6.5,9.5,0.8125,1,15,16,12,3,2,3,1,25.7,+9,5.00
Jokic,POR,38:16,9,20.5,0.45,0.5,3.5,0.0835,7,10.5,0.7125,7,15,22,12,1,2,4,3,35.2,+20,6.00
Jokic,POR,34:14,10.5,20.5,0.544,1,3.5,0.5835,4,4.5,0.9,1,7,8,7,2,0,2,1,26.7,-5,6.00
Jokic,LAL,36:23,11.5,18,0.644,1,2,0.6665,4,4.5,0.9,3,10,13,9,0,3,6,2,20.3,+10,5.00
Jokic,SAC,29:45,10.5,20,0.525,1.5,4.5,0.333,4,4.5,0.9,2,6,8,7,3,0,1,2,23.6,-7,5.00
Jokic,MIL,31:31,9,18.5,0.4895,1.5,3.5,0.6665,4,4.5,0.9,3,9,12,8,0,0,5,1,20.9,-16,6.00
Jokic,SAC,38:58,11,21,0.5245,1.5,3,0.7,2.5,4,0.5665,0,5,5,8,0,1,0,4,11.3,-4,3.00
Jokic,WAS,31:23,9.5,21,0.4365,1,5.5,0.2,2,3.5,0.5415,2,17,19,15,1,0,3,3,31.4,+23,5.00
Jokic,POR,34:46,8,13.5,0.6765,0,3,0,2,3,0.625,3,12,15,14,2,1,2,4,36.1,+24,6.00
Jokic,GSW,36:49,11,13.5,0.853,0.5,1.5,0.1665,2.5,3.5,0.65,2,14,16,16,4,1,2,3,38.7,+20,7.00
Jokic,SAC,32:19,12.5,20.5,0.624,1.5,4.5,0.333,4,4.5,0.9,1,13,14,11,3,1,2,3,22.5,+37,3.00
Jokic,MIA,38:00,9,16.5,0.549,1,3,0.1665,4,4,1,2,9,11,7,1,2,4,4,15.7,+12,4.00
Jokic,LAL,38:56,5.5,12,0.478,0,1.5,0,5,5,1,2,8,10,7,0,1,3,1,29.9,+16,7.00
Jokic,PHO,44:16,11,20,0.52,0.5,4,0.1,4,4,1,3,13,16,5,0,0,7,2,16.5,-13,5.00
Jokic,BOS,38:45,12,21.5,0.542,2.5,6,0.3855,3.5,4.5,0.857,4,8,12,11,2,0,0,1,37.6,+9,7.00
Jokic,UTA,32:00,9.5,18.5,0.5115,2,3.5,0.2855,7.5,8.5,0.857,2,4,6,8,1,2,3,1,28.2,+6,6.00
Jokic,TOR,38:06,11.5,16.5,0.718,0,0,0,6,6,1,6,11,17,12,6,2,2,3,42.5,+13,7.00
Jokic,MIA,37:37,13,20,0.6975,0.5,1.5,0.1665,4,4,1,3,11,14,6,1,0,4,1,14.2,+10,3.00
Jokic,SAS,30:54,9.5,17,0.5815,0.5,1.5,0.1665,4,4.5,0.8335,1,6,7,5,0,2,3,1,26.9,+7,7.00
Jokic,DAL,38:31,9,13.5,0.6545,0.5,1.5,0.1665,3,3.5,0.8335,3,8,11,7,2,0,3,1,14.8,+10,4.00
Jokic,MIN,37:40,9.5,17.5,0.5295,0.5,2.5,0.1665,4,4.5,0.9,1,15,16,2,0,0,3,3,26.8,+8,7.00
Jokic,NYK,39:14,10,19,0.5055,1.5,3,0.375,4,5.5,0.7335,2,12,14,11,1,0,1,1,30.6,+30,6.00
Maxey,MIL,40:13,,,,,,,,,,0,4,4,8,2,0,0,3,26.4,0,7.00
Maxey,TOR,40:34,,,,,,,,,,1,5,6,7,0,1,1,1,31.2,+10,7.00
Maxey,POR,34:43,11,21,0.5275,5,8.5,0.5765,5.5,6.5,0.9,1,9,10,4,0,0,2,1,22.4,+19,6.00
Maxey,TOR,40:01,9,17,0.5145,5.5,8.5,0.639,6.5,6.5,1,0,1,1,4,2,0,1,1,13.3,+6,4.00
Maxey,PHO,36:12,6.5,15,0.4335,2,5.5,0.25,7,7,1,2,3,5,10,0,1,3,0,20.0,+25,5.00
Maxey,WAS,31:43,8,17,0.469,1,4.5,0.1665,3,3,1,0,1,1,11,1,1,0,2,23.3,+9,5.00
Maxey,BOS,39:05,9,17,0.5315,2.5,7.5,0.333,1.5,1.5,1,1,8,9,5,1,2,1,4,16.5,-3,5.00
Maxey,DET,39:21,10,21.5,0.485,3,10,0.303,0.5,1,0.5,0,6,6,11,3,1,0,3,31.3,+17,6.00
Maxey,IND,39:13,10,23,0.4405,2.5,9,0.2795,4.5,5,0.5,3,4,7,5,0,3,2,2,41.7,+17,10.00
Maxey,IND,38:09,14.5,25.5,0.5495,4.5,9,0.461,6,6,1,0,4,4,5,0,1,4,2,15.1,-6,6.00
Maxey,BOS,39:07,14.5,27.5,0.508,4.5,8,0.518,5,5,1,0,3,3,4,0,0,2,3,12.4,+9,4.00
Maxey,ATL,40:18,7.5,19,0.3955,2.5,6,0.4145,6,6,1,0,4,4,8,2,0,2,1,18.3,+1,4.00
Maxey,BRK,36:25,5.5,14,0.3925,3,6.5,0.4645,5.5,5.5,1,1,1,2,10,0,0,1,0,21.2,+21,5.00
Maxey,CLE,46:48,6.5,16.5,0.3925,4.5,8.5,0.5225,4.5,4.5,1,0,4,4,6,1,0,1,2,18.6,-8,6.00
Maxey,MIN,33:40,9.5,24,0.3965,4.5,11.5,0.3975,4,5,0.857,2,3,5,8,0,1,3,0,10.3,-18,4.00
Maxey,OKC,40:52,9,23.5,0.3805,1.5,8.5,0.125,3.5,5.5,0.607,1,7,8,3,0,1,1,5,21.1,+6,6.00
Maxey,LAL,36:19,7.5,18,0.4195,1.5,7,0.1665,5.5,7.5,0.659,0,3,3,8,1,0,0,2,26.9,+25,7.00
Maxey,NOP,38:11,8.5,18.5,0.4605,4,10.5,0.375,8.5,10,0.8535,0,1,1,3,2,0,4,2,20.3,-11,7.00
Maxey,WAS,38:10,11,22.5,0.485,4,11,0.3585,6,6.5,0.9445,0,1,1,7,1,0,0,2,21.4,+12,6.00
Maxey,ATL,38:53,11.5,22.5,0.51,2.5,8,0.3165,4,4,1,0,2,2,7,1,1,0,3,25.8,-1,6.00
Maxey,WAS,24:46,9,19,0.472,3,7,0.4165,7,8,0.9165,0,1,1,6,0,0,2,1,20.2,+26,5.00
Maxey,DET,32:53,8,15.5,0.5295,4.5,8.5,0.528,6.5,7.5,0.9165,1,3,4,9,0,0,1,1,6.8,+22,2.00
Maxey,DET,27:15,5,13,0.3845,2.5,7.5,0.278,4,4.5,0.9165,0,1,1,4,2,0,1,1,13.9,+37,4.00
Maxey,CHO,32:43,4.5,14.5,0.296,0.5,6,0.0835,4.5,5.5,0.8165,0,2,2,7,2,1,0,1,22.9,+43,5.00
Maxey,CHI,39:13,7.5,14.5,0.5265,3,7,0.396,2,2.5,0.4,2,3,5,8,1,0,3,3,21.2,+11,6.00
Maxey,MIN,37:21,8.5,18,0.503,5,9.5,0.54,3,3,0.5,0,1,1,5,0,0,5,4,20.2,+1,7.00
Maxey,TOR,40:50,10.5,23.5,0.4455,5,11.5,0.436,6,6,1,0,4,4,10,0,0,3,3,26.8,+17,7.00
Maxey,MIA,43:30,12.5,23,0.5455,4.5,11,0.4085,4.5,4.5,1,0,3,3,5,1,1,0,4,2.9,+3,3.00
Maxey,ORL,34:23,8.5,21,0.3955,2.5,9,0.2625,3,4.5,0.75,1,5,6,2,0,1,1,2,16.1,+17,5.00
Maxey,HOU,41:22,6.5,19,0.35,2,7,0.3125,2.5,4.5,0.5835,1,3,4,4,0,1,1,1,32.3,0,9.00
Maxey,CHI,35:22,11,22,0.5,2.5,7.5,0.361,8,9,0.8,0,0,0,7,1,0,2,4,8.9,-12,4.00
Maxey,CHI,29:19,10.5,24,0.432,2,8.5,0.236,8,10,0.6665,0,1,1,5,0,0,1,2,16.6,+24,5.00
Maxey,NYK,36:27,7,17,0.432,3,7.5,0.4105,3.5,5.5,0.6165,1,3,4,9,2,1,1,1,25.0,-28,6.00
Maxey,UTA,42:04,7.5,16,0.475,2.5,7,0.357,6.5,8,0.8165,1,0,1,9,3,1,3,0,19.5,-14,5.00
Maxey,ATL,42:55,9,22,0.4125,1,7.5,0.134,7,8,0.9,1,7,8,9,4,0,3,6,26.4,+2,7.00
Maxey,SAC,40:22,10.5,26.5,0.3945,2.5,9.5,0.2445,6.5,7.5,0.889,0,3,3,4,3,2,3,3,15.4,+17,5.00
Maxey,HOU,35:22,9,23,0.3835,3.5,8.5,0.432,6.5,7.5,0.889,0,1,1,7,0,0,2,4,19.2,+19,6.00
Maxey,DEN,42:54,7,17.5,0.3985,4.5,8,0.55,5.5,5.5,1,1,4,5,9,2,0,1,2,21.4,+9,5.00
Maxey,ORL,33:30,8.5,19,0.447,5,9.5,0.522,4,6,0.7145,2,1,3,5,3,1,2,1,28.1,+17,7.00
Maxey,CHO,42:15,9.5,20,0.475,4,9.5,0.422,5.5,8,0.659,0,3,3,8,2,0,0,2,10.7,+18,4.00
Maxey,SAS,41:35,8.5,21,0.409,2.5,9.5,0.2555,4.5,5.5,0.6945,1,3,4,8,0,0,2,1,15.1,+12,4.00
Maxey,IND,28:30,7,18.5,0.3925,1.5,7,0.2555,1.5,2,0.75,0,1,1,2,0,1,1,2,13.5,-29,5.00
Maxey,UTA,41:06,7,16,0.4395,1.5,6.5,0.2625,4.5,4.5,1,0,2,2,1,0,1,0,4,38.9,-2,10.00
Maxey,BRK,30:38,12,22,0.521,4,8.5,0.4515,8.5,9,0.9545,1,2,3,5,3,0,1,2,15.3,-15,5.00
Maxey,DAL,32:51,12.5,25,0.489,5,8.5,0.5765,7,8.5,0.788,0,2,2,7,0,0,3,4,6.7,-23,3.00
Maxey,GSW,29:49,7,19.5,0.3615,2,6.5,0.2875,3,4.5,0.667,0,2,2,3,1,1,3,2,4.8,-27,3.00
Maxey,WAS,35:50,5.5,15,0.366,1.5,6,0.243,1,1.5,0.3335,0,9,9,7,0,0,2,1,19.7,-10,6.00
Maxey,CLE,41:49,8,19.5,0.3985,2.5,7,0.3575,1.5,2,0.375,1,3,4,9,0,0,4,5,12.0,-2,5.00
Maxey,MIA,39:24,10,23,0.4345,2.5,6,0.4145,2.5,4,0.625,1,5,6,7,0,0,3,2,22.0,-3,6.00
Maxey,NYK,39:34,10.5,22,0.4755,2,6,0.343,3,4,0.75,1,5,6,5,0,0,4,1,23.9,-14,7.00
Maxey,CLE,38:36,11.5,23.5,0.49,3,9,0.325,6.5,6.5,1,0,7,7,5,2,0,2,3,16.6,+4,5.00
Maxey,MIL,38:29,10,23,0.4335,3,8,0.382,6.5,6.5,1,0,3,3,7,3,0,1,3,20.5,-11,5.00
Maxey,BOS,36:35,8.5,20.5,0.415,2.5,6.5,0.3875,4.5,4.5,1,1,2,3,5,2,1,1,1,26.1,-24,7.00
Maxey,CHO,39:08,10,21.5,0.4605,3.5,10,0.354,4.5,4.5,1,2,4,6,5,0,1,0,1,23.5,+19,7.00
Maxey,DAL,39:18,11.5,26.5,0.4395,4.5,11,0.4165,5,5,1,0,2,2,3,2,0,4,4,15.8,+5,5.00
Maxey,NYK,27:52,9.5,22,0.456,3,7.5,0.35,6.5,6.5,1,1,1,2,4,0,0,2,1,11.0,-29,4.00
Maxey,MIL,37:01,7,14.5,0.481,2,5.5,0.35,4.5,4.5,1,0,4,4,4,0,0,2,0,19.9,-8,6.00
Maxey,CHO,40:14,9,18.5,0.4755,4,7.5,0.528,1.5,2.5,0.6665,0,3,3,4,0,0,2,2,19.7,+15,6.00
Maxey,MIA,41:09,10,21.5,0.461,4,9,0.4445,6,7.5,0.625,0,8,8,10,1,1,3,3,24.5,+22,6.00
Maxey,PHO,29:27,9.5,22,0.429,3,9.5,0.3165,8,8.5,0.9585,0,0,0,7,1,0,1,2,2.2,-13,2.00
Maxey,LAL,39:03,7,18.5,0.3445,1.5,7,0.15,2.5,2.5,0.5,0,2,2,3,3,0,0,4,16.9,-1,6.00
James,DEN,29:00,,,,,,,,,,1,7,8,5,1,0,0,1,20.3,+7,5.00
James,PHO,35:00,,,,,,,,,,1,7,8,9,2,2,5,1,20.3,+22,5.00
James,SAC,39:05,8.5,15,0.5625,1,4.5,0.225,3,4.5,0.375,0,15,15,8,0,0,8,2,17.8,-5,6.00
James,ORL,32:47,9,16.5,0.5395,2,6.5,0.2875,4,7,0.5415,0,3,3,4,3,1,5,0,11.9,+5,4.00
James,LAC,42:29,9,18,0.4955,2.5,7,0.354,2.5,5,0.5415,0,12,12,7,1,2,4,3,30.6,+6,7.00
James,ORL,35:13,10,18,0.548,3,7,0.4165,4,7,0.625,1,8,9,5,3,0,3,1,22.5,+12,5.00
James,MIA,37:24,10.5,17,0.6085,3,6.5,0.45,5.5,8.5,0.6785,0,4,4,3,1,3,5,4,18.9,+6,6.00
James,HOU,27:12,10.5,19,0.549,1,4.5,0.2,5,5.5,0.9285,1,5,6,2,0,0,3,1,11.5,-24,4.00
James,PHO,36:23,10,18,0.5515,0,3,0,4,4.5,0.9,1,10,11,6,1,1,4,1,28.1,+2,7.00
James,MEM,22:39,9,15,0.5925,1.5,3,0.375,5.5,8,0.718,0,9,9,6,1,0,4,1,13.8,+15,4.00
James,SAC,35:18,8.5,14,0.596,3,5,0.625,4,6.5,0.568,2,8,10,12,4,1,6,1,31.2,0,6.00
James,POR,34:32,7.5,13,0.5725,3,6.5,0.4645,4,5,0.6875,0,5,5,9,2,0,3,3,29.6,+18,7.00
James,HOU,39:35,11,18.5,0.5955,4,8,0.4925,5.5,7,0.771,1,5,6,8,3,0,2,0,37.3,+2,8.00
James,UTA,24:01,13.5,20.5,0.664,3.5,7,0.478,5.5,7.5,0.7225,1,6,7,9,0,0,2,0,19.2,+14,4.00
James,DAL,36:01,10,14.5,0.6685,2.5,5,0.5,4.5,5.5,0.889,2,7,9,7,0,0,3,0,20.5,+7,6.00
James,CLE,35:35,7.5,14.5,0.537,3.5,7,0.522,3,4.5,0.7855,1,5,6,6,2,2,4,1,13.7,+2,5.00
James,PHI,29:32,8.5,21,0.411,2.5,9,0.2775,4.5,7,0.6425,0,0,0,5,1,1,1,0,16.6,-30,4.00
James,DET,28:42,8,17.5,0.5075,1,5,0.5555,3,4.5,0.607,2,6,8,3,0,0,1,0,19.6,+26,5.00
James,OKC,35:03,8.5,15.5,0.5705,1.5,3.5,0.6665,3,3.5,0.75,2,10,12,6,1,1,5,1,19.9,-18,5.00
James,HOU,35:22,8,15.5,0.5285,3,7,0.4165,4,4.5,0.875,0,4,4,7,1,1,5,0,8.5,+16,4.00
James,PHO,40:10,7,14.5,0.4975,2,6,0.25,2.5,4.5,0.575,3,5,8,11,5,0,2,3,31.0,+12,7.00
James,NOP,22:32,9.5,21,0.446,1,4,0.25,3.5,5.5,0.6165,0,5,5,8,0,0,0,1,31.9,+36,6.00
James,DAL,40:07,10.5,18.5,0.615,3,4,0.75,6.5,7,0.9165,2,6,8,9,3,1,4,1,28.1,-4,7.00
James,SAS,35:56,11.5,19.5,0.6345,3.5,6,0.6875,5,5.5,0.8335,2,5,7,14,2,0,2,1,25.0,-28,5.00
James,NYK,39:05,10.5,22,0.4655,2.5,7,0.354,4.5,6.5,0.6835,1,10,11,11,1,0,2,1,22.5,-13,5.00
James,CHI,36:59,8.5,20,0.4235,2,7,0.2915,5,7,0.725,2,8,10,9,1,2,5,0,23.9,-11,5.00
James,OKC,37:18,10,20.5,0.4955,1.5,5.5,0.2915,3.5,4,0.875,2,5,7,7,2,2,3,0,39.4,+10,8.00
James,BOS,36:47,11.5,19,0.603,3,4,0.6665,6.5,6.5,1,0,9,9,8,0,0,3,1,12.7,-11,4.00
James,CHO,24:43,9,17,0.5035,3,3.5,0.75,7,7.5,0.9165,0,4,4,11,0,0,3,0,16.6,+1,4.00
James,MIN,38:46,6,13.5,0.4475,1.5,3.5,0.45,3,3.5,0.9165,0,3,3,6,3,1,1,2,21.5,-5,6.00
James,NOP,36:41,8.5,17,0.507,1.5,4.5,0.325,3,4,0.857,0,5,5,8,0,1,4,2,24.6,-11,7.00
James,MIA,38:11,11,22.5,0.488,2,5.5,0.3395,6,7.5,0.7945,0,6,6,9,0,0,2,2,7.1,-20,3.00
James,MEM,38:50,9,21,0.4165,1.5,6.5,0.2145,3.5,4,0.4375,2,3,5,7,5,0,4,0,26.2,-8,7.00
James,LAC,38:07,8.5,21,0.3955,2,7.5,0.222,3,5,0.3,1,7,8,7,1,0,4,2,19.6,+5,5.00
James,TOR,35:13,11,21.5,0.5185,2.5,6,0.3885,4,6.5,0.6335,0,5,5,12,1,1,3,0,21.1,0,5.00
James,PHO,24:16,9.5,18,0.525,1.5,4,0.3665,3,4.5,0.667,0,5,5,9,1,0,4,1,6.7,-25,2.00
James,OKC,38:55,5.5,14,0.372,1,4.5,0.2,4,6.5,0.619,0,7,7,6,0,0,5,1,16.3,+2,5.00
James,DAL,33:02,7.5,15.5,0.4365,0.5,3,0.25,2,4,0.2855,1,7,8,8,1,0,3,1,21.7,+20,5.00
James,BRK,33:44,11,19.5,0.563,2,4.5,0.4645,1,1.5,0.5,5,6,11,5,0,0,4,1,16.2,-13,5.00
James,POR,31:00,9.5,20.5,0.4675,2.5,6,0.4145,3,3.5,0.9,0,5,5,5,0,0,3,2,20.8,+28,6.00
James,CHI,35:42,8.5,19,0.4545,2.5,6.5,0.3875,6.5,7.5,0.85,0,4,4,12,2,0,5,2,21.5,+14,5.00
James,GSW,47:40,9,17.5,0.513,3,6,0.5625,5.5,6,0.95,1,19,20,12,0,0,3,2,35.1,-6,8.00
James,HOU,36:47,12,22,0.543,2.5,4,0.625,4,4,1,0,6,6,10,1,1,1,4,22.0,-11,5.00
James,ATL,35:49,11.5,20,0.58,2,4.5,0.45,4.5,7,0.6875,2,7,9,8,1,1,3,1,16.3,-6,4.00
James,NYK,40:18,8,16,0.506,2,5.5,0.3665,3.5,8.5,0.4095,1,4,5,5,2,1,1,1,21.4,+11,5.00
James,CHO,39:32,8.5,18,0.469,2,5.5,0.3665,3,5.5,0.722,0,4,4,7,1,1,4,2,18.0,+2,6.00
James,DEN,35:22,11,20.5,0.5355,1,5,0.2,2,2.5,0.8335,1,8,9,7,1,1,2,0,22.3,-6,5.00
James,NOP,37:31,10.5,21,0.4975,1,5.5,0.1665,3.5,4,0.8335,1,3,4,14,1,1,2,2,24.2,+15,5.00
James,DET,30:42,7.5,16.5,0.456,2,4,0.6665,6,6.5,0.9375,0,1,1,8,0,0,4,0,20.0,+9,5.00
James,SAS,34:17,7.5,14,0.531,2.5,4,0.75,5.5,6,0.9375,1,6,7,9,1,0,2,0,27.6,+21,6.00
James,PHO,36:47,11,18.5,0.5955,2.5,4.5,0.5835,3,3,1,1,6,7,12,2,1,3,3,27.7,-8,6.00
James,LAC,37:01,12.5,20.5,0.6115,2.5,4.5,0.5835,1.5,3,0.625,1,5,6,8,0,2,3,2,29.9,+11,7.00
James,WAS,38:44,12.5,20,0.6255,5,9,0.5415,1,2.5,0.625,0,4,4,9,1,1,4,1,23.0,-5,7.00
James,DEN,37:07,12.5,22.5,0.5595,4.5,8.5,0.4915,3,4,0.857,0,4,4,9,3,0,3,1,23.1,-1,6.00
James,OKC,30:59,12,22,0.55,2,5,0.4,2.5,4.5,0.357,1,10,11,8,1,0,3,1,18.5,+14,4.00
James,SAC,36:08,9.5,17,0.55,1.5,4,0.3665,2,3.5,0.4,0,5,5,13,1,0,3,0,32.4,-3,7.00
James,MIN,37:51,8.5,15,0.5625,1,3.5,0.2915,7,7.5,0.9,0,8,8,9,0,0,4,1,25.3,+14,6.00
James,SAC,40:07,10,16,0.625,1.5,4,0.375,8.5,9.5,0.889,1,12,13,9,2,0,5,3,14.8,-10,4.00
James,GSW,37:42,8,16,0.5,2,6,0.375,5.5,7.5,0.7225,3,5,8,9,1,1,4,1,36.7,-6,8.00
James,ATL,28:39,10.5,19.5,0.5135,2.5,6.5,0.425,5.5,7,0.771,0,7,7,10,0,0,2,0,26.3,+20,5.00
James,PHI,37:52,12.5,18.5,0.683,2.5,5,0.5,5,5.5,0.9375,0,8,8,6,0,1,8,1,10.4,+7,4.00
Lillard,PHI,37:13,,,,,,,,,,0,8,8,4,0,0,0,2,33.0,+12,8.00
Lillard,ATL,29:02,,,,,,,,,,1,3,4,5,2,0,6,2,-1.3,-29,2.00
Lillard,MIA,35:02,5.5,16,0.3085,3,10,0.2915,8.5,8.5,0.5,1,4,5,4,1,0,4,2,18.1,+2,5.00
Lillard,TOR,30:36,4.5,13,0.3335,2,7.5,0.268,4.5,5.5,0.409,0,2,2,6,0,0,2,1,12.3,-26,3.00
Lillard,NYK,36:04,5.5,11.5,0.472,1.5,5.5,0.268,7.5,9,0.8375,0,4,4,4,1,1,4,0,24.0,+2,6.00
Lillard,BRK,34:13,5.5,12,0.4555,2.5,5.5,0.4105,9,9.5,0.9285,2,4,6,7,1,0,1,1,19.2,-14,5.00
Lillard,DET,33:46,6,15,0.4,3,7.5,0.4105,10.5,11,0.95,0,2,2,3,3,0,1,1,24.4,+5,7.00
Lillard,CHI,32:00,7.5,20,0.3665,2,10,0.2085,10.5,11.5,0.9115,2,1,3,5,0,0,5,0,1.5,-6,3.00
Lillard,TOR,30:43,6.5,21,0.288,1.5,10.5,0.139,8.5,9,0.9615,0,4,4,13,2,0,4,1,35.5,+25,8.00
Lillard,CHO,30:40,6,17.5,0.338,2.5,9.5,0.2555,10,10.5,0.969,0,5,5,5,1,0,2,2,21.2,+10,6.00
Lillard,DAL,37:49,9,18,0.5,4.5,10,0.45,9.5,10,0.969,0,3,3,12,1,0,1,2,25.3,-6,6.00
Lillard,WAS,32:58,8,18,0.4445,4.5,10.5,0.432,6.5,7,0.95,1,4,5,7,0,0,1,1,18.8,+6,5.00
Lillard,BOS,37:41,6,16,0.373,3.5,8.5,0.432,9,10.5,0.859,0,5,5,5,2,0,3,2,17.8,+9,6.00
Lillard,WAS,36:52,8,19,0.4075,3,8,0.4,5.5,6.5,0.909,1,5,6,10,0,0,1,1,30.2,+1,7.00
Lillard,POR,37:16,11,21,0.5345,2.5,7.5,0.35,4.5,5,0.9375,1,4,5,4,2,0,3,2,21.6,+15,7.00
Lillard,MIA,37:26,9,19.5,0.472,3,8.5,0.3665,10,11,0.902,2,2,4,9,0,0,1,1,29.9,+13,7.00
Lillard,CHI,42:33,8,19.5,0.4165,4,10.5,0.3885,11.5,12,0.9645,1,4,5,13,2,1,7,1,15.5,+9,4.00
Lillard,ATL,38:25,8,17,0.469,2.5,7.5,0.3055,6.5,7,0.875,1,5,6,9,1,0,4,3,22.1,+14,5.00
Lillard,NYK,33:59,8.5,16,0.5315,2,6,0.3335,2.5,3,0.875,1,2,3,7,1,1,3,4,25.0,+17,6.00
Lillard,IND,41:36,9,14.5,0.62,4,6.5,0.607,4.5,5,0.9375,0,7,7,7,1,1,3,2,17.7,+6,5.00
Lillard,CHI,40:56,7.5,16.5,0.4825,4.5,8,0.579,6.5,7,0.9375,0,4,4,9,0,1,2,2,8.3,0,3.00
Lillard,IND,35:39,5,18.5,0.263,3,9,0.333,6,6.5,0.9285,0,4,4,6,1,0,4,2,14.4,+15,5.00
Lillard,DET,29:39,4.5,15.5,0.3025,2,8.5,0.236,6.5,8,0.8175,0,4,4,5,0,1,2,3,24.2,+26,7.00
Lillard,HOU,36:43,8.5,18,0.4645,4,11,0.3395,6,7,0.889,0,5,5,11,3,0,3,2,38.1,+10,8.00
Lillard,SAS,34:50,11,20.5,0.5395,5.5,11,0.527,8.5,9,0.9615,0,3,3,4,3,0,1,0,35.9,+26,8.00
Lillard,ORL,35:19,12.5,20.5,0.6075,6,10,0.604,8.5,9,0.9615,0,5,5,8,0,0,3,1,17.8,+9,5.00
Lillard,NYK,33:31,9.5,19.5,0.465,5.5,10,0.5415,7.5,7.5,1,3,6,9,7,1,0,3,3,15.4,+3,4.00
Lillard,NYK,37:50,5.5,16.5,0.3345,3.5,7.5,0.4645,7,7.5,0.9,0,1,1,8,1,0,4,2,23.0,-6,7.00
Lillard,BRK,28:57,8,18.5,0.4255,3.5,10,0.3685,6,7,0.8445,0,3,3,4,0,0,4,0,6.3,+2,3.00
Lillard,CLE,34:14,7,15.5,0.438,3.5,11,0.3205,4.5,5,0.9445,0,2,2,4,0,0,2,3,23.6,+14,7.00
Lillard,IND,38:10,6.5,13,0.4815,2.5,7.5,0.333,6,6,1,1,6,7,5,0,0,1,3,6.8,+4,3.00
Lillard,IND,36:05,6,16,0.3755,1.5,7.5,0.222,8.5,8.5,1,1,1,2,5,3,0,2,3,16.7,-22,5.00
Lillard,SAS,38:32,4.5,17,0.2605,1.5,8.5,0.1805,7.5,8,0.95,1,3,4,10,1,0,0,3,24.1,+11,5.00
Lillard,HOU,38:29,8,18.5,0.4295,1.5,7,0.2085,6.5,7,0.95,0,2,2,8,2,0,1,1,14.4,-11,4.00
Lillard,BOS,27:03,7.5,17.5,0.4195,1,7,0.146,5.5,7,0.85,0,4,4,4,0,0,0,1,18.6,+25,5.00
Lillard,GSW,37:37,5.5,14,0.4065,2,8,0.25,6.5,8,0.85,0,6,6,7,2,0,1,1,24.6,+21,6.00
Lillard,SAC,41:25,7.5,15.5,0.487,2.5,6.5,0.3875,6.5,6.5,1,0,4,4,8,0,0,4,0,19.3,-6,6.00
Lillard,CLE,25:26,9,21,0.4325,3.5,9,0.3925,6.5,6.5,1,1,1,2,5,2,0,1,1,10.5,-26,4.00
Lillard,DET,37:16,8,21.5,0.3705,3,9,0.2925,4,4.5,0.8335,0,6,6,11,1,0,1,3,42.7,+18,9.00
Lillard,DET,37:16,9.5,21,0.4475,3,8,0.3275,9,9.5,0.8335,0,5,5,8,1,0,2,0,13.8,+20,4.00
Lillard,CLE,34:34,8,18.5,0.406,3.5,10.5,0.3275,11.5,12,0.9375,0,1,1,4,2,0,2,1,18.8,+8,6.00
Lillard,CLE,38:11,6,18,0.324,2,9.5,0.211,8.5,9.5,0.892,1,3,4,3,1,0,4,0,8.7,-7,5.00
Lillard,NOP,28:32,7.5,22.5,0.3365,2,9.5,0.211,8,8.5,0.9545,0,6,6,9,2,0,0,1,28.3,+23,6.00
Lillard,DEN,35:22,7,19,0.396,2.5,8.5,0.3145,7.5,8,0.95,2,1,3,5,0,1,4,2,12.0,+1,4.00
Lillard,POR,39:53,6,13.5,0.4425,2.5,5.5,0.4645,7.5,8,0.95,2,4,6,7,1,0,4,2,16.2,+6,5.00
Lillard,DAL,38:13,7,18,0.388,2.5,8.5,0.3655,5,5,1,0,3,3,8,0,1,6,3,25.9,+16,6.00
Lillard,UTA,37:45,9.5,17,0.65,4,9,0.6155,4.5,5,0.9165,0,0,0,6,1,2,3,5,2.6,-21,3.00
