Player,OPP,MP,FGAVG,FGAAVG,FG%AVG,3PAVG,3PAAVG,3P%AVG,FTAVG,FTAAVG,FT%AVG,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,+/-,Bucket
Booker,MIA,34:41,7.50,15.50,0.49,3.00,6.00,0.44,4.50,5.50,0.69,0,5,5,10,2,0,3,2,17.0,+25,4.00
Booker,MEM,37:15,10.00,17.00,0.60,3.50,7.50,0.46,4.00,4.50,0.44,0,0,0,8,2,1,2,4,20.0,+11,5.00
Booker,LAC,34:00,9.00,18.00,0.50,2.00,6.50,0.31,2.00,2.50,0.40,0,0,0,5,0,0,6,4,9.3,-31,4.00
Booker,LAL,33:31,8.50,15.50,0.55,2.00,6.00,0.33,3.00,3.50,0.90,0,5,5,5,3,0,3,2,24.2,+20,7.00
Booker,POR,39:00,9.50,18.00,0.54,2.00,6.00,0.33,4.50,4.50,1.00,0,6,6,7,0,0,0,2,30.1,+17,7.00
Booker,SAC,38:14,12.50,22.00,0.57,1.50,6.00,0.25,6.00,6.00,1.00,0,4,4,11,0,0,2,4,13.1,+16,4.00
Booker,NOP,37:05,9.50,18.00,0.50,1.00,4.50,0.25,5.00,5.50,0.92,1,3,4,5,0,0,1,0,42.3,+12,10.00
Booker,IND,35:48,11.50,22.00,0.48,3.50,7.00,0.44,7.50,8.00,0.92,1,5,6,8,2,0,2,2,19.0,+14,6.00
Booker,CHI,40:37,13.50,27.00,0.49,3.50,9.00,0.34,8.50,9.50,0.89,0,4,4,5,1,0,2,2,13.2,-3,4.00
Booker,DAL,34:39,7.50,17.50,0.46,1.50,6.50,0.24,4.50,6.00,0.72,1,6,7,3,2,0,2,0,40.5,+33,10.00
Booker,IND,38:18,11.50,17.00,0.64,4.00,8.00,0.47,4.00,5.50,0.71,0,5,5,4,1,2,4,2,46.4,+1,10.00
Booker,ORL,36:13,19.50,30.00,0.67,6.00,11.00,0.55,9.00,10.50,0.84,1,3,4,3,1,2,4,3,32.7,-4,9.00
Booker,MIA,40:35,19.50,31.50,0.62,3.50,7.00,0.50,10.50,12.00,0.87,0,8,8,7,1,1,0,2,17.3,+18,5.00
Booker,BRK,36:03,13.00,24.50,0.52,1.50,6.00,0.35,5.50,7.00,0.74,0,3,3,8,2,1,2,5,18.9,+19,5.00
Booker,ATL,38:08,9.00,20.00,0.46,3.00,8.00,0.43,1.00,1.50,0.33,2,4,6,4,1,0,2,4,18.4,+4,5.00
Booker,WAS,25:39,8.50,16.50,0.51,3.50,7.00,0.52,2.50,3.00,0.42,0,1,1,6,0,0,0,4,10.8,+22,3.00
Booker,MIL,37:40,6.00,13.50,0.43,2.00,5.50,0.35,5.00,5.50,0.92,0,1,1,4,0,0,1,3,21.4,+5,7.00
Booker,GSW,38:08,8.00,16.00,0.47,1.50,4.50,0.33,5.50,7.50,0.80,1,3,4,6,1,1,2,3,25.6,-3,7.00
Booker,SAC,38:27,11.50,21.00,0.55,2.00,7.00,0.29,7.00,9.50,0.74,1,2,3,9,3,0,3,3,21.5,+5,5.00
Booker,DET,5:24,9.00,19.00,0.47,1.00,5.00,0.13,9.50,11.00,0.87,1,0,1,1,1,0,1,1,5.3,+1,2.00
Booker,DAL,39:18,4.50,11.00,0.41,0.50,2.00,0.25,6.50,7.50,0.92,1,4,5,8,1,0,4,2,28.8,-14,7.00
Booker,HOU,36:14,7.50,13.00,0.51,1.50,4.00,0.42,4.50,5.00,0.94,1,4,5,2,1,1,1,3,13.8,-15,5.00
Booker,LAL,38:25,10.00,22.50,0.46,1.00,5.00,0.17,9.00,9.50,0.94,1,2,3,9,1,0,3,2,16.4,+9,5.00
Booker,HOU,39:14,7.50,21.00,0.37,0.50,4.00,0.13,7.50,7.50,1.00,1,6,7,3,1,1,1,4,25.0,+11,7.00
Booker,HOU,38:21,10.50,22.50,0.46,3.50,7.50,0.40,3.50,3.50,1.00,0,2,2,5,1,0,5,5,13.0,-17,5.00
Booker,CLE,38:09,10.00,22.00,0.45,4.00,7.50,0.52,5.50,5.50,1.00,4,2,6,7,0,1,2,2,22.2,+12,6.00
Booker,BOS,37:50,9.00,19.50,0.46,1.50,5.50,0.32,6.00,6.00,1.00,0,2,2,7,0,0,0,3,16.9,-16,5.00
Booker,CHO,36:04,10.00,21.00,0.48,1.00,6.50,0.16,4.00,4.00,1.00,0,6,6,11,1,1,2,2,19.2,+17,5.00
Booker,MIL,40:03,7.50,19.00,0.39,1.00,7.00,0.15,6.00,6.00,1.00,1,8,9,6,1,1,2,3,17.4,-9,5.00
Booker,PHI,34:43,8.50,20.00,0.42,0.50,6.50,0.06,4.50,5.00,0.75,5,4,9,11,2,0,2,4,20.7,+9,4.00
Booker,ATL,31:52,9.00,18.50,0.48,0.50,5.00,0.10,2.00,3.00,0.63,1,3,4,2,0,0,2,5,22.5,-10,6.00
Tatum,NYK,38:39,,,,,,,,,,0,11,11,4,2,1,4,3,27.0,0,7.00
Tatum,MIA,41:26,,,,,,,,,,0,8,8,5,1,0,2,4,12.7,+13,5.00
Tatum,WAS,27:36,11.00,22.00,0.50,3.00,9.00,0.34,3.00,4.50,0.58,0,6,6,3,0,0,2,2,25.0,+27,7.00
Tatum,IND,26:34,11.50,21.50,0.54,3.50,9.50,0.37,1.00,2.00,0.67,2,10,12,4,0,0,2,1,27.5,+36,6.00
Tatum,BRK,40:52,11.50,18.00,0.63,3.50,7.00,0.52,5.00,5.50,0.95,1,10,11,1,0,0,3,1,23.0,+18,7.00
Tatum,MIN,42:58,9.50,17.50,0.55,4.50,7.50,0.60,7.50,8.00,0.95,0,5,5,2,5,0,6,2,21.7,+3,7.00
Tatum,PHI,37:05,11.00,21.00,0.52,4.00,9.00,0.43,6.00,7.00,0.88,1,14,15,6,3,0,2,2,17.5,-1,4.00
Tatum,BRK,33:18,9.00,18.00,0.49,2.00,7.00,0.29,4.00,5.50,0.71,1,9,10,3,0,0,2,1,15.8,+28,5.00
Tatum,TOR,34:05,6.00,15.50,0.39,3.00,8.50,0.35,4.50,6.00,0.72,0,5,5,4,0,1,1,2,20.8,+42,6.00
Tatum,NYK,39:28,8.00,17.50,0.45,3.50,10.00,0.35,5.50,7.50,0.72,1,5,6,7,1,0,3,5,26.8,+12,7.00
Tatum,PHI,38:30,11.50,20.50,0.56,4.00,10.50,0.38,4.00,5.50,0.73,2,6,8,6,2,0,3,1,22.5,+2,6.00
Tatum,TOR,37:25,11.50,23.00,0.50,4.50,11.00,0.41,4.50,5.50,0.82,1,6,7,2,1,0,3,3,5.5,-4,4.00
Tatum,MEM,35:15,9.00,22.50,0.40,2.50,10.50,0.25,2.50,3.00,0.42,2,7,9,5,1,1,8,4,12.4,-1,4.00
Tatum,CHO,43:54,7.50,17.50,0.45,1.00,6.00,0.55,2.50,3.00,0.42,0,13,13,6,0,2,3,1,36.7,-5,9.00
Tatum,MIL,36:01,11.00,20.50,0.54,4.00,8.00,0.73,6.50,8.00,0.82,0,11,11,4,0,1,2,2,17.1,-2,5.00
Tatum,ORL,38:55,11.00,22.50,0.47,4.50,12.00,0.34,7.50,9.50,0.79,0,5,5,3,2,0,2,3,19.6,-21,6.00
Tatum,ATL,38:48,7.00,16.50,0.43,1.00,6.00,0.11,9.50,11.00,0.85,1,8,9,4,2,0,6,2,20.8,+3,7.00
Tatum,CHI,35:33,9.00,20.50,0.44,2.50,8.00,0.19,9.50,11.50,0.81,1,6,7,4,0,0,4,2,13.5,+18,5.00
Tatum,PHI,27:27,9.50,20.50,0.47,3.50,10.50,0.32,5.00,6.50,0.85,0,7,7,4,1,1,7,1,15.5,-7,5.00
Tatum,IND,37:22,7.00,12.50,0.58,2.00,6.50,0.33,5.00,6.00,0.89,1,11,12,6,1,0,2,2,24.2,-14,7.00
Tatum,NYK,38:36,9.50,17.50,0.58,2.00,6.50,0.33,5.50,8.00,0.67,0,6,6,5,1,0,0,3,19.9,+17,5.00
Tatum,CLE,40:34,10.50,22.00,0.47,2.50,8.50,0.29,5.00,7.50,0.66,0,10,10,5,0,2,4,3,17.2,+9,5.00
Tatum,CLE,36:26,7.50,18.50,0.41,2.50,9.00,0.28,7.50,8.50,0.88,3,8,11,3,0,3,3,1,19.7,+2,6.00
Tatum,ORL,38:47,8.00,20.50,0.39,2.50,9.50,0.26,7.50,8.50,0.88,0,6,6,4,0,0,2,3,19.2,+14,6.00
Tatum,ORL,30:52,10.00,22.00,0.45,2.50,9.50,0.26,6.00,8.50,0.71,3,5,8,3,0,1,1,3,15.3,+9,5.00
Tatum,GSW,40:57,9.50,21.50,0.44,3.00,7.50,0.44,4.50,6.50,0.71,3,5,8,7,2,0,0,0,15.6,-9,3.00
Tatum,LAC,30:20,6.50,19.00,0.34,3.00,7.50,0.44,3.00,3.50,0.88,0,4,4,2,1,0,2,0,23.2,+19,6.00
Tatum,LAL,41:14,7.00,16.50,0.43,3.50,9.50,0.36,5.00,6.00,0.89,0,8,8,7,0,1,1,0,23.5,+10,5.00
Tatum,DET,43:19,7.50,15.50,0.48,3.00,8.00,0.33,9.50,11.00,0.85,2,5,7,10,5,0,3,4,23.6,+10,7.00
Tatum,SAS,30:50,8.50,23.00,0.38,1.50,8.50,0.17,9.50,10.50,0.90,1,5,6,2,0,2,3,1,18.7,+32,5.00
Tatum,OKC,37:36,10.50,24.00,0.47,3.50,10.50,0.34,3.50,4.00,0.44,5,8,13,8,1,0,4,3,25.8,0,6.00
Tatum,UTA,24:38,10.00,19.00,0.53,3.50,7.50,0.45,4.00,5.00,0.40,0,9,9,5,1,1,1,1,30.1,+34,6.00
Tatum,IND,37:36,8.00,16.50,0.49,3.50,6.50,0.51,10.50,12.00,0.86,1,12,13,6,1,0,4,4,30.6,+19,8.00
Tatum,MIN,42:15,10.00,17.50,0.55,6.50,10.50,0.62,7.50,9.00,0.71,0,4,4,2,1,0,1,3,33.0,+3,9.00
Tatum,MIL,15:45,13.50,24.50,0.55,7.00,12.00,0.58,7.50,9.00,0.71,0,1,1,3,0,0,1,2,3.8,-31,2.00
Tatum,HOU,29:30,7.50,16.00,0.42,3.00,6.00,0.27,8.00,9.00,0.84,1,7,8,5,1,1,2,2,23.1,+9,6.00
Tatum,TOR,37:28,5.50,11.50,0.43,2.00,4.00,0.29,4.00,5.50,0.73,0,14,14,6,1,1,1,2,16.8,+8,4.00
Tatum,SAS,31:33,8.00,18.00,0.45,2.50,6.50,0.37,4.50,5.50,0.86,0,5,5,2,0,0,2,2,12.2,+11,5.00
Tatum,DEN,38:55,8.00,20.00,0.40,2.00,7.00,0.27,3.50,4.50,0.80,2,6,8,5,1,0,0,1,16.1,+6,5.00
Tatum,HOU,35:07,9.00,22.50,0.40,2.00,8.00,0.25,3.00,4.00,0.80,1,6,7,3,1,0,2,0,10.1,-4,4.00
Tatum,DAL,40:55,6.50,20.50,0.31,1.00,7.00,0.15,6.00,7.50,0.88,0,11,11,5,3,2,0,4,36.7,+27,8.00
Tatum,MIA,32:12,7.50,19.00,0.38,1.50,7.00,0.21,12.00,15.50,0.77,1,7,8,4,0,0,1,1,22.1,+22,6.00
Tatum,LAC,30:02,9.00,18.00,0.50,2.50,7.50,0.34,12.00,14.50,0.84,3,8,11,1,0,1,3,2,13.7,-32,5.00
Tatum,NOP,37:30,7.50,16.50,0.46,2.50,5.50,0.46,6.00,6.50,0.95,0,10,10,8,3,1,7,1,23.9,+9,6.00
Tatum,IND,38:50,9.00,18.00,0.50,2.00,6.00,0.38,4.50,5.00,0.93,0,7,7,7,1,2,2,2,27.7,-4,6.00
Tatum,LAL,36:37,11.00,18.50,0.59,3.00,8.50,0.35,4.00,5.00,0.76,2,5,7,3,1,1,2,3,15.0,-12,5.00
Tatum,MEM,30:48,10.00,20.00,0.51,4.50,9.50,0.47,2.00,2.50,0.83,1,7,8,7,1,0,2,1,29.7,+27,7.00
Tatum,ATL,35:36,10.00,21.50,0.46,5.50,11.00,0.50,3.00,3.00,1.00,0,9,9,7,1,0,3,3,12.9,+3,4.00
Tatum,WAS,38:04,10.00,21.50,0.46,4.00,12.50,0.33,3.00,3.00,1.00,1,9,10,8,1,2,2,1,33.0,+9,7.00
Tatum,MIA,38:41,10.00,21.50,0.46,2.50,11.50,0.23,5.00,5.50,0.94,1,9,10,9,0,2,1,1,26.1,+5,6.00
Tatum,BRK,38:59,11.50,21.00,0.55,2.50,8.00,0.32,5.00,5.50,0.94,0,14,14,5,2,1,2,3,35.6,+21,9.00
Tatum,BRK,28:23,12.50,23.00,0.54,3.50,8.50,0.39,5.00,5.00,1.00,1,6,7,9,0,0,1,0,19.0,+27,4.00
Tatum,CHI,34:55,10.50,21.00,0.49,3.50,9.00,0.37,6.00,6.50,0.90,0,7,7,5,3,0,3,3,19.9,+13,5.00
Tatum,NYK,43:22,7.50,16.50,0.45,3.50,8.50,0.39,4.00,5.50,0.73,1,5,6,6,2,1,4,3,14.8,+15,4.00
Tatum,PHI,34:45,7.50,16.00,0.47,3.50,9.00,0.38,3.50,5.00,0.71,0,11,11,8,0,1,1,1,26.4,+27,6.00
Tatum,DAL,37:10,8.00,17.50,0.46,1.50,7.50,0.20,6.50,7.50,0.83,0,8,8,3,0,0,4,2,22.4,+17,7.00
Tatum,GSW,25:12,9.50,19.50,0.49,3.00,8.00,0.35,8.50,9.00,0.95,0,3,3,5,1,1,0,2,26.8,+40,6.00
Tatum,CLE,37:31,9.50,16.00,0.61,4.50,7.00,0.68,6.00,6.00,1.00,2,11,13,2,0,0,2,3,17.0,-7,6.00
Tatum,DEN,38:39,8.50,17.00,0.54,4.50,7.00,0.68,5.00,5.50,0.92,1,3,4,8,2,0,5,4,10.1,-2,3.00
Tatum,PHO,42:16,6.50,17.00,0.38,3.50,7.00,0.48,4.00,5.00,0.79,3,7,10,7,1,0,4,0,19.9,+4,6.00
Tatum,POR,35:40,8.00,20.50,0.39,3.50,7.00,0.48,2.50,3.00,0.88,0,5,5,8,0,0,1,0,18.8,+16,6.00
Tatum,UTA,34:00,10.00,25.50,0.39,3.50,8.50,0.40,4.00,5.00,0.88,2,4,6,2,0,1,3,3,26.2,+8,8.00
Tatum,PHO,33:05,11.00,24.00,0.46,3.00,9.00,0.33,7.00,8.00,0.88,1,4,5,5,0,0,3,3,18.2,+26,6.00
Tatum,WAS,26:36,11.50,21.50,0.54,4.00,9.00,0.45,5.00,5.50,0.83,0,6,6,6,3,1,2,1,27.8,+26,6.00
Tatum,MIL,39:20,9.00,17.50,0.51,5.00,10.00,0.50,5.00,6.50,0.73,0,8,8,4,3,2,2,2,27.7,+2,7.00
Curry,PHO,30:45,,,,,,,,,,1,4,5,1,1,0,2,5,15.8,-9,6.00
Curry,SAC,34:50,,,,,,,,,,1,3,4,4,2,0,4,0,35.7,+10,9.00
Curry,HOU,31:25,11.00,19.50,0.57,5.50,12.00,0.49,6.50,6.50,1.00,1,6,7,6,0,1,1,1,21.2,-2,5.00
Curry,NOP,30:02,10.00,17.50,0.56,6.50,12.00,0.56,6.00,6.00,1.00,0,5,5,5,2,0,3,1,35.4,+13,9.00
Curry,SAC,32:20,10.50,19.00,0.53,6.50,13.50,0.48,5.50,6.50,0.86,1,4,5,3,0,0,7,3,9.1,-6,5.00
Curry,OKC,31:23,11.00,18.50,0.57,5.50,11.50,0.47,4.00,5.00,0.86,3,5,8,7,2,0,3,1,30.2,+5,6.00
Curry,CLE,30:49,8.00,15.00,0.53,4.50,10.00,0.45,5.00,5.00,1.00,0,2,2,4,1,0,6,0,18.0,-6,6.00
Curry,DET,32:37,8.50,15.50,0.55,6.00,10.50,0.57,6.00,6.50,0.92,0,2,2,4,0,0,3,1,20.2,+17,7.00
Curry,DEN,34:28,10.00,21.00,0.48,7.00,14.00,0.52,4.00,5.00,0.79,1,4,5,4,1,0,3,2,15.4,-10,5.00
Curry,CLE,32:33,9.00,21.50,0.41,6.50,15.00,0.44,4.00,4.50,0.88,1,2,3,2,1,1,4,1,16.8,-8,6.00
Curry,MIN,36:07,7.50,20.50,0.36,5.00,13.50,0.37,6.50,6.50,1.00,1,4,5,3,1,0,5,2,23.7,-4,8.00
Curry,OKC,40:16,10.00,24.50,0.41,4.50,13.50,0.34,9.50,10.00,0.96,0,7,7,3,0,0,2,2,14.9,0,5.00
Curry,HOU,34:47,9.50,23.00,0.41,5.00,12.00,0.42,7.50,8.00,0.96,0,5,5,1,0,0,4,2,22.4,-3,7.00
Curry,PHO,27:42,8.00,17.50,0.48,5.00,10.00,0.51,7.50,8.00,0.96,0,3,3,6,0,0,2,2,10.2,-17,4.00
Curry,SAS,34:49,7.00,14.50,0.49,3.00,8.50,0.34,7.00,7.50,0.96,0,3,3,6,1,0,6,2,24.7,+4,7.00
Curry,SAC,37:03,8.50,17.50,0.48,4.00,11.00,0.31,4.50,4.50,1.00,3,7,10,6,0,1,5,5,20.3,+7,6.00
Curry,LAC,33:00,9.50,20.00,0.48,5.50,13.00,0.42,7.50,7.50,1.00,0,7,7,8,1,1,2,2,24.5,-4,6.00
Curry,LAC,36:36,8.00,17.50,0.47,3.50,10.50,0.33,8.00,9.00,0.89,1,3,4,11,0,0,2,0,19.5,+2,5.00
Curry,POR,34:28,7.50,16.50,0.46,3.50,9.00,0.39,5.50,6.50,0.89,0,5,5,1,0,0,4,2,18.6,+4,7.00
Curry,OKC,40:21,7.50,18.00,0.42,4.50,11.00,0.41,7.00,7.50,0.95,0,6,6,3,1,0,3,0,25.9,-5,7.00
Curry,PHO,32:04,9.00,19.00,0.47,5.50,12.50,0.44,9.00,9.50,0.95,0,5,5,4,3,0,1,2,15.9,-15,5.00
Curry,LAC,34:02,9.00,22.00,0.42,5.00,13.50,0.38,6.00,6.00,1.00,0,4,4,4,0,0,1,3,8.9,-3,4.00
Curry,BRK,35:02,6.50,20.50,0.31,3.50,14.00,0.25,4.00,4.00,1.00,0,3,3,1,0,3,3,1,27.5,+7,8.00
Curry,POR,31:14,9.50,19.50,0.47,4.50,10.50,0.49,3.50,3.50,1.00,0,2,2,8,1,1,4,1,2.5,+14,2.00
Curry,BOS,38:18,8.00,17.00,0.40,3.00,8.00,0.38,3.00,3.50,0.88,0,3,3,6,0,0,4,5,21.8,+8,7.00
Curry,WAS,26:54,6.50,16.50,0.35,3.00,9.50,0.27,4.00,4.50,0.88,0,4,4,7,0,1,2,0,25.4,-1,6.00
Curry,POR,30:18,10.00,19.50,0.51,7.00,12.00,0.58,4.50,5.00,0.90,0,3,3,2,0,0,1,1,19.7,+4,6.00
Curry,DEN,34:20,10.00,18.00,0.56,5.00,10.00,0.45,3.50,4.00,0.90,1,1,2,4,1,1,3,4,7.0,-26,4.00
Curry,MIA,31:42,9.00,19.50,0.47,2.50,10.00,0.26,2.00,2.00,1.00,0,4,4,5,2,1,1,1,9.3,-14,3.00
Curry,DAL,34:30,5.00,18.00,0.27,2.50,10.50,0.24,3.00,3.50,0.92,0,2,2,7,1,0,3,3,13.4,-6,5.00
Curry,ORL,35:14,6.00,20.00,0.28,4.00,11.50,0.33,3.00,3.50,0.92,1,1,2,6,4,1,2,4,31.9,+12,8.00
Curry,DEN,34:35,10.50,22.50,0.48,5.00,12.00,0.42,4.50,6.00,0.86,0,4,4,6,1,1,2,1,23.0,-1,6.00
Curry,DET,30:56,11.50,21.50,0.54,4.50,10.50,0.43,5.50,7.00,0.86,0,6,6,4,1,1,4,0,17.4,0,6.00
Curry,TOR,29:51,9.00,21.00,0.42,4.50,12.00,0.38,5.50,6.00,0.94,0,1,1,6,0,0,2,3,1.3,-17,2.00
Curry,NOP,25:11,4.50,16.50,0.26,2.00,10.50,0.17,6.50,7.00,0.94,0,1,1,6,1,0,3,0,10.0,-4,3.00
Curry,CHI,35:10,3.00,13.50,0.23,1.50,8.50,0.19,4.50,4.50,1.00,0,5,5,9,1,0,1,1,20.8,+5,6.00
Curry,MEM,32:44,6.00,18.50,0.32,4.50,11.50,0.39,4.50,4.50,1.00,1,3,4,8,2,1,5,4,19.7,-2,6.00
Curry,ATL,31:18,9.50,22.00,0.44,4.50,12.00,0.37,3.00,3.00,1.00,0,3,3,8,0,0,1,3,20.9,+9,5.00
Curry,SAC,36:20,9.00,18.00,0.49,4.00,8.50,0.48,3.50,3.50,1.00,1,5,6,2,1,0,2,0,22.6,-8,7.00
Curry,LAL,43:25,10.00,21.00,0.47,5.50,11.00,0.53,3.50,3.50,1.00,0,3,3,7,1,0,4,4,29.5,-2,10.00
Curry,PHI,35:12,15.00,30.50,0.49,7.50,17.50,0.43,2.00,2.00,1.00,1,7,8,7,0,1,5,2,32.5,+26,8.00
Curry,MEM,32:16,14.50,26.00,0.60,8.50,17.00,0.52,4.00,4.00,1.00,0,6,6,6,1,0,3,1,14.8,+12,4.00
Curry,ATL,41:21,9.00,16.50,0.54,6.00,11.00,0.53,4.50,4.50,1.00,1,5,6,4,0,1,2,1,45.5,-1,10.00
Curry,BRK,34:17,14.00,27.00,0.48,7.00,16.00,0.44,5.00,5.00,1.00,1,4,5,3,0,0,4,2,16.2,+6,6.00
Curry,PHI,24:36,17.00,31.00,0.54,7.00,17.00,0.40,3.50,3.50,1.00,0,3,3,1,0,1,4,2,2.4,+13,2.00
Curry,IND,30:06,7.00,15.50,0.39,2.50,7.50,0.31,2.50,2.50,1.00,0,2,2,2,0,1,2,2,32.1,+13,9.00
Curry,PHO,33:52,8.50,14.50,0.48,6.00,10.00,0.47,2.50,3.00,0.75,1,8,9,6,1,0,3,0,23.5,+10,6.00
Curry,UTA,32:05,12.50,22.00,0.57,10.00,16.00,0.63,1.00,2.00,0.50,0,6,6,10,3,1,1,1,26.4,+30,5.00
Curry,LAC,34:39,9.50,20.50,0.46,8.00,16.00,0.50,0.50,1.00,0.25,1,3,4,5,0,0,4,3,25.2,-6,9.00
Curry,UTA,35:28,12.00,25.00,0.48,8.00,17.50,0.46,1.00,1.00,0.50,1,1,2,10,1,0,4,2,11.2,-2,4.00
Curry,LAL,31:47,9.50,22.50,0.39,5.50,13.50,0.36,4.00,5.00,0.88,0,1,1,8,3,0,1,1,27.5,+25,7.00
Curry,CHO,31:14,8.00,19.00,0.39,4.00,10.50,0.36,4.00,5.00,0.88,0,2,2,5,1,0,4,1,7.9,+10,3.00
Curry,DEN,32:10,8.50,19.00,0.43,4.50,12.00,0.37,2.00,2.00,1.00,0,1,1,4,0,0,3,2,8.0,-22,4.00
Curry,WAS,29:38,5.50,16.50,0.34,2.00,10.50,0.19,4.50,5.00,0.94,0,5,5,6,1,1,3,1,9.7,+1,4.00
Curry,NYK,31:34,6.00,20.00,0.30,2.50,13.00,0.18,4.50,5.00,0.94,2,9,11,1,1,0,3,0,20.0,+20,7.00
Curry,TOR,30:07,8.50,23.50,0.35,6.00,17.00,0.35,1.50,1.50,1.00,2,4,6,6,0,0,4,2,15.2,+12,5.00
Curry,BOS,16:41,10.00,24.00,0.42,7.50,16.50,0.46,0.50,0.50,0.50,0,1,1,3,0,0,2,0,-3.9,-29,1.00
Curry,MIL,30:46,5.50,17.50,0.28,3.50,12.00,0.23,0.00,0.00,0.00,2,6,8,5,0,0,2,1,24.3,+15,6.00
Curry,CHI,28:42,6.00,15.50,0.36,3.00,9.50,0.30,1.50,2.00,0.38,0,3,3,1,0,0,2,1,3.6,+9,3.00
Curry,LAL,33:52,7.50,18.00,0.42,4.50,11.00,0.43,2.50,3.00,0.88,1,5,6,5,2,0,1,0,25.3,+4,7.00
Curry,NYK,33:19,8.50,21.00,0.39,3.00,11.00,0.28,3.00,3.50,0.90,0,5,5,5,0,0,2,1,18.8,-9,6.00
Curry,MEM,24:05,10.00,22.00,0.45,3.50,11.50,0.30,5.50,6.00,0.90,1,1,2,3,0,1,2,1,11.1,+17,3.00
Curry,IND,34:53,6.50,14.50,0.48,4.00,10.00,0.44,3.50,3.50,0.50,3,8,11,5,0,0,1,0,18.8,-13,5.00
Fox,UTA,32:57,,,,,,,,,,2,3,5,6,1,1,3,4,11.0,+14,4.00
Fox,GSW,39:09,,,,,,,,,,0,4,4,4,2,0,2,3,27.4,+1,8.00
Fox,LAL,34:15,10.00,23.00,0.42,3.00,8.00,0.35,5.50,6.50,0.85,1,3,4,8,1,1,3,5,28.9,+15,8.00
Fox,CLE,35:52,14.00,26.00,0.54,4.00,8.50,0.47,6.00,7.50,0.80,1,1,2,6,1,0,1,2,21.6,+17,6.00
Fox,LAL,38:20,12.50,22.00,0.57,2.50,7.00,0.35,5.00,7.50,0.66,3,2,5,5,4,0,3,3,21.8,+15,6.00
Fox,SAS,40:43,10.50,21.00,0.50,2.50,7.50,0.33,4.50,7.00,0.64,0,8,8,7,1,1,1,2,37.8,+3,9.00
Fox,DAL,31:14,12.00,23.00,0.52,4.00,10.00,0.39,7.50,10.00,0.74,1,3,4,7,3,0,0,1,28.7,+2,6.00
Fox,NOP,28:44,12.00,22.00,0.54,5.50,10.50,0.53,7.00,9.00,0.78,0,2,2,0,1,0,2,1,1.8,-32,3.00
Fox,NOP,38:03,7.50,19.00,0.39,4.00,11.00,0.38,3.00,4.50,0.65,0,2,2,5,1,0,2,5,18.4,-14,6.00
Fox,MIN,37:07,7.00,17.50,0.40,2.00,9.50,0.23,4.00,5.50,0.68,2,5,7,12,1,0,2,3,27.9,+19,8.00
Fox,GSW,40:25,11.50,24.50,0.48,2.50,7.00,0.36,5.50,6.50,0.85,1,8,9,7,2,0,2,4,21.8,+9,6.00
Fox,LAC,37:43,11.50,26.00,0.44,2.50,7.50,0.34,7.00,11.50,0.68,1,4,5,3,0,1,4,3,28.6,-17,8.00
Fox,DEN,37:55,11.50,21.50,0.53,2.50,8.00,0.31,9.00,13.50,0.71,1,3,4,16,3,1,1,1,29.3,+22,6.00
Fox,NOP,39:51,12.00,22.50,0.53,3.00,7.00,0.44,6.00,7.00,0.83,1,4,5,4,1,0,6,3,13.4,-9,6.00
Fox,PHO,34:52,10.00,23.50,0.43,2.00,6.50,0.32,6.00,8.50,0.72,2,2,4,7,1,0,2,0,26.7,+3,7.00
Fox,BRK,32:42,10.50,24.50,0.43,2.50,7.00,0.36,8.50,11.50,0.75,0,3,3,8,0,0,3,4,18.7,+31,6.00
Fox,LAC,25:02,10.50,23.00,0.46,4.50,8.50,0.54,6.00,8.00,0.73,0,3,3,3,0,0,4,3,2.6,-14,3.00
Fox,OKC,34:14,7.50,19.00,0.38,4.00,8.50,0.46,2.50,3.50,0.83,0,3,3,7,2,0,5,3,29.5,+3,9.00
Fox,WAS,33:04,9.50,20.50,0.44,4.00,9.00,0.44,4.50,6.00,0.86,0,5,5,6,3,1,1,2,26.7,+20,6.00
Fox,BOS,26:28,12.00,22.00,0.54,3.50,9.00,0.37,8.00,11.50,0.70,2,1,3,3,3,0,3,4,23.2,-19,6.00
Fox,PHO,32:03,9.50,17.50,0.54,4.00,7.50,0.52,6.50,9.00,0.75,0,6,6,7,3,2,2,2,22.6,+21,5.00
Fox,MIN,39:03,9.00,16.50,0.55,4.00,7.00,0.54,4.00,5.00,0.79,2,2,4,6,2,0,3,1,19.7,-4,6.00
Fox,POR,38:24,9.50,20.00,0.48,2.50,8.50,0.30,3.50,4.00,0.88,2,6,8,4,1,1,5,2,32.3,-2,9.00
Fox,ATL,40:46,13.00,24.50,0.53,5.00,13.00,0.37,4.00,5.00,0.83,1,4,5,8,5,0,3,3,27.7,+9,7.00
Fox,MEM,34:16,13.00,23.00,0.56,7.50,15.50,0.48,3.50,6.50,0.55,1,3,4,4,0,1,1,3,13.6,+20,5.00
Fox,CHO,37:47,9.50,21.50,0.45,5.50,12.00,0.44,3.00,6.00,0.51,0,5,5,6,1,1,3,2,19.3,+4,6.00
Fox,ORL,43:57,10.00,24.00,0.42,3.00,9.00,0.34,4.00,6.50,0.61,3,1,4,7,1,0,3,1,6.5,-1,3.00
